accuracy,balanced_accuracy,macro_f1,cohen_kappa,roc_auc_ovr,model,seed,n_features,features,task_mode,skipped
0.945054945054945,0.7628567160423323,0.7925530471958636,0.8896555905434235,0.9649664784018327,hist_gradient_boosting,44,20.0,AGE|PTGENDER|PTEDUCAT|MMSE|ADAS11|ADAS13|CDRSB|RAVLT_immediate|RAVLT_learning|RAVLT_forgetting|RAVLT_perc_forgetting|FAQ_bl|Ventricles|Hippocampus|WholeBrain|Entorhinal|Fusiform|MidTemp|ICV|APOE4,all_visits,
,,,,,xgboost,44,,,,xgboost is optional and not installed.
0.9117221418234442,0.8962121212121211,0.8118447391714464,0.8403250246230775,0.9770170813035793,logistic_regression,45,20.0,AGE|PTGENDER|PTEDUCAT|MMSE|ADAS11|ADAS13|CDRSB|RAVLT_immediate|RAVLT_learning|RAVLT_forgetting|RAVLT_perc_forgetting|FAQ_bl|Ventricles|Hippocampus|WholeBrain|Entorhinal|Fusiform|MidTemp|ICV|APOE4,all_visits,
0.959479015918958,0.8483044733044732,0.8654036342428846,0.9210182554456092,0.9847439493365444,random_forest,45,20.0,AGE|PTGENDER|PTEDUCAT|MMSE|ADAS11|ADAS13|CDRSB|RAVLT_immediate|RAVLT_learning|RAVLT_forgetting|RAVLT_perc_forgetting|FAQ_bl|Ventricles|Hippocampus|WholeBrain|Entorhinal|Fusiform|MidTemp|ICV|APOE4,all_visits,
0.9580318379160637,0.8255411255411257,0.8493843698002982,0.9176227806576529,0.9808316274224836,hist_gradient_boosting,45,20.0,AGE|PTGENDER|PTEDUCAT|MMSE|ADAS11|ADAS13|CDRSB|RAVLT_immediate|RAVLT_learning|RAVLT_forgetting|RAVLT_perc_forgetting|FAQ_bl|Ventricles|Hippocampus|WholeBrain|Entorhinal|Fusiform|MidTemp|ICV|APOE4,all_visits,
,,,,,xgboost,45,,,,xgboost is optional and not installed.
0.8960674157303371,0.8220342157842158,0.7525654698423984,0.8024824649204689,0.9656907349444266,logistic_regression,46,20.0,AGE|PTGENDER|PTEDUCAT|MMSE|ADAS11|ADAS13|CDRSB|RAVLT_immediate|RAVLT_learning|RAVLT_forgetting|RAVLT_perc_forgetting|FAQ_bl|Ventricles|Hippocampus|WholeBrain|Entorhinal|Fusiform|MidTemp|ICV|APOE4,all_visits,
0.9466292134831461,0.7881174381174381,0.7986671317425142,0.8900529091928707,0.966745705753499,random_forest,46,20.0,AGE|PTGENDER|PTEDUCAT|MMSE|ADAS11|ADAS13|CDRSB|RAVLT_immediate|RAVLT_learning|RAVLT_forgetting|RAVLT_perc_forgetting|FAQ_bl|Ventricles|Hippocampus|WholeBrain|Entorhinal|Fusiform|MidTemp|ICV|APOE4,all_visits,
0.9508426966292135,0.7644764957264957,0.7901941559749384,0.8971454986709811,0.9584194312082667,hist_gradient_boosting,46,20.0,AGE|PTGENDER|PTEDUCAT|MMSE|ADAS11|ADAS13|CDRSB|RAVLT_immediate|RAVLT_learning|RAVLT_forgetting|RAVLT_perc_forgetting|FAQ_bl|Ventricles|Hippocampus|WholeBrain|Entorhinal|Fusiform|MidTemp|ICV|APOE4,all_visits,
,,,,,xgboost,46,,,,xgboost is optional and not installed.
